id,per_square_meter_price
COL_303405,121634.62392956472
COL_303564,52892.0185247141
COL_303569,29328.04369468412
COL_303618,71715.81297528
COL_303623,53799.80971911969
COL_303624,53873.64793529994
COL_303625,47819.438668685514
COL_303626,46128.653992823005
COL_303627,43152.36138380535
COL_303637,30333.724601100526
COL_303638,46953.11368855806
COL_304041,45317.906509949375
COL_304147,466324.35205442103
COL_304255,150197.78402167407
COL_304280,67573.72209648599
COL_304320,43414.328695741904
COL_304322,45826.614819911934
COL_304323,35200.89464842911
COL_304324,18015.458631597015
COL_304325,37712.51960608423
COL_304367,41155.26525888202
COL_304546,70279.70313379003
COL_304550,68712.72348791186
COL_304552,89579.40905869154
COL_304561,38476.15376204576
COL_304585,80860.68758991642
COL_304853,89451.96168046966
COL_304902,34433.128446105446
COL_304978,71250.42555170803
COL_304984,35438.47518200145
COL_305002,71715.99760933942
COL_305017,58571.85613924862
COL_305038,39077.21438378082
COL_305057,32528.00823534653
COL_305058,29348.995925772037
COL_305059,30371.779047893517
COL_305114,324289.5314777196
COL_305373,75503.63013741162
COL_305382,87405.19342774095
COL_305383,80395.50535469079
COL_305384,90387.51749711389
COL_305385,90664.93841171422
COL_305386,87799.8226556041
COL_305387,89656.56032549428
COL_305388,83645.1693985677
COL_305413,45117.35591271614
COL_305607,56212.15781810978
COL_305652,62127.44011837151
COL_305726,163439.23534090258
COL_305896,80398.46002514778
COL_305924,39159.661293477664
COL_305926,36714.251805416505
COL_306033,69594.55565069597
COL_306088,74863.27217690945
COL_306141,39004.9259851322
COL_306143,47809.94075939155
COL_306144,44336.527259028844
COL_306151,49244.67920686086
COL_306153,37508.69493745752
COL_306154,46225.455783195066
COL_306155,28943.1734659822
COL_306206,62918.132332581234
COL_306621,53399.69744169595
COL_306728,66167.89335295731
COL_306758,44274.73231705987
COL_306763,82291.46487903784
COL_306803,41429.55920487222
COL_306853,36483.05974521658
COL_306892,36574.802854826
COL_306938,76199.39221623355
COL_307001,59109.71922214555
COL_307043,67271.97632229723
COL_307158,60080.40584938328
COL_307269,63234.914089137026
COL_307356,53113.743125818575
COL_307480,45811.606309300114
COL_307529,80590.72450696518
COL_307623,32845.096484111324
COL_307819,42913.543632476256
COL_307874,48249.156432015545
COL_307945,74123.92036676063
COL_307986,60260.06875380349
COL_308206,53232.40977520889
COL_308211,29811.08504781196
COL_308429,70973.78450269657
COL_308446,38368.64293762777
COL_308472,66681.87977002797
COL_308486,88297.17200571348
COL_308492,65332.11195537953
COL_308493,57403.42431698452
COL_308743,47108.26054146472
COL_308803,40080.446044788274
COL_308813,87050.87953538769
COL_308963,50200.44399429239
COL_308966,24350.371169663653
COL_309079,39036.898113283176
COL_309121,27669.223983773503
COL_309434,52122.586180633836
COL_309612,37732.59358144159
COL_309635,18228.547713221553
COL_309640,43467.01740939445
COL_309642,33413.46413611174
COL_309784,34789.77709278453
COL_310093,37241.51967393349
COL_310107,36095.78113197467
COL_310164,53795.20684019409
COL_310207,57705.75856714068
COL_310218,42352.91392787066
COL_310311,50160.69207331579
COL_310315,51190.47836660498
COL_310359,58820.73426281494
COL_310405,74777.18298190254
COL_310447,70342.59241388619
COL_310503,45136.52462687489
COL_310570,40542.657630661655
COL_310590,53785.06089679403
COL_310604,51461.71582322258
COL_310641,128353.39832139923
COL_310642,49725.892945066116
COL_310656,297309.1801136492
COL_310722,34165.012452515235
COL_310897,41008.219694922795
COL_311016,30230.32235244018
COL_311017,41819.088098894514
COL_311018,41171.63047139315
COL_311025,25897.135951747725
COL_311026,31352.557403610746
COL_311068,33476.323137881285
COL_311128,41639.14129239261
COL_311187,133993.8062181707
COL_311188,136888.4308748216
COL_311328,233239.19273291508
COL_311348,46858.76257393849
COL_311537,56191.92175068878
COL_311660,45711.07892005084
COL_311665,36947.69111406496
COL_311698,26977.425301527746
COL_311704,260188.12823856412
COL_311870,59892.454586103995
COL_312002,48907.156106947135
COL_312005,318635.6590556301
COL_312006,169847.98617155384
COL_312007,165088.0665529782
COL_312010,87975.47301524619
COL_312014,38830.04536605989
COL_312208,43222.14625395903
COL_312270,35327.52413437712
COL_312284,68043.69481206339
COL_312290,33113.9635718598
COL_312323,70662.80100737792
COL_312335,66359.36478639173
COL_312455,54504.29681223996
COL_312609,41577.56317503639
COL_312628,39021.685803300265
COL_312649,65702.64182456862
COL_312672,45440.79888666581
COL_312673,45402.027949749936
COL_312695,51327.331289222086
COL_312997,325648.6996555148
COL_313006,48866.43223009553
COL_313065,77553.49652829571
COL_313068,75918.40340079267
COL_313211,41696.681734291196
COL_313268,457638.75528275943
COL_313304,39424.769902672524
COL_313352,33893.59939985039
COL_313363,47210.33099237517
COL_313535,78396.89098090642
COL_313559,138405.8418808391
COL_313572,53765.391472158095
COL_313573,53205.2713378727
COL_313574,42206.38328229754
COL_313597,43564.37069887932
COL_313606,59502.70321151855
COL_313694,93485.33004946736
COL_313703,35027.0209173241
COL_313717,80264.3096612319
COL_313789,24777.70928065126
COL_313791,39703.45645697437
COL_313814,71136.56450439038
COL_314054,71471.49030602768
COL_314055,71120.21576368931
COL_314058,68677.29560984822
COL_314069,25157.240806301845
COL_314170,47595.45687360783
COL_314185,56204.13083357985
COL_314186,28681.71259153838
COL_314187,42924.57256019846
COL_314190,63341.902520339696
COL_314196,43189.033214654555
COL_314211,50419.17615035747
COL_314230,59372.8367370409
COL_314308,32787.4634627966
COL_314419,47610.444209209774
COL_314536,40885.72129833702
COL_314628,57862.91823867884
COL_314746,33470.69554864417
COL_314818,61827.049831329015
COL_314821,55074.01277465338
COL_314859,35232.819916904504
COL_314860,26192.80303486879
COL_314899,90887.28781383386
COL_314907,43401.59207676394
COL_314997,27302.749743638316
COL_315015,110545.82020152328
COL_315135,33210.071160971886
COL_315502,54139.41197581856
COL_315578,53216.92856171573
COL_315599,32885.18607042116
COL_315602,33301.02730733433
COL_315621,24865.18400040263
COL_315652,185848.9984360481
COL_315673,381481.8770776896
COL_315724,25603.044672434247
COL_315806,20848.79366385418
COL_315970,62446.22827028103
COL_315976,24674.999332643863
COL_315977,26250.16683916284
COL_316014,28306.963523501043
COL_316015,52151.536190438695
COL_316017,49056.911344495486
COL_316021,50328.56763083287
COL_316022,23119.373476362867
COL_316023,48677.40878714743
COL_316024,43554.88324581254
COL_316025,46342.17386128809
COL_316150,67867.46883396053
COL_316180,53209.02637117855
COL_316181,45541.867455701824
COL_316289,63222.231270456985
COL_316308,33078.9414964951
COL_316323,31244.051896892386
COL_316387,18851.62900967314
COL_316388,19276.579231300646
COL_316389,21307.632467916606
COL_316390,19377.571484921653
COL_316392,16989.314910308683
COL_316423,25520.867544105444
COL_316446,58128.66115935243
COL_316448,63595.83048563982
COL_316562,36558.64622504487
COL_316629,40273.93253257889
COL_316720,60595.85054556155
COL_316897,161847.8736993274
COL_316942,38918.74327348036
COL_317174,37955.646634912555
COL_317405,63630.90917436826
COL_317423,52253.87213353398
COL_317789,35640.42911966251
COL_317930,80192.77925791389
COL_318181,77084.20538149294
COL_318209,65124.73332003223
COL_318336,28887.036880659198
COL_318357,30349.144379829482
COL_318384,43186.44104311221
COL_318425,55119.945411826906
COL_318499,28604.78848199116
COL_318575,69364.29281724471
COL_318696,87230.12967359097
COL_318698,299179.68288140395
COL_318712,62754.194603733704
COL_318765,66706.96964223222
COL_319064,76560.75811909331
COL_319104,48536.723371750435
COL_319163,34158.089671115245
COL_319251,47275.85585711618
COL_319500,47334.69989052283
COL_319542,153856.02404998327
COL_319671,50295.738947198406
COL_319675,74787.36634304722
COL_319987,39976.69688005041
COL_319998,25104.386637490432
COL_320000,33923.581901121855
COL_320001,31928.055186740417
COL_320028,38933.616522954944
COL_320128,67818.07926141337
COL_320171,29503.16938194097
COL_320291,66151.77587505139
COL_320376,96517.15912652397
COL_320430,24596.759004403073
COL_320446,33619.33999869403
COL_320452,30627.40595405079
COL_320470,33788.09806102708
COL_320478,53039.84892384225
COL_320498,37832.9267648502
COL_320518,39401.687002711406
COL_320693,62149.6170554264
COL_320824,49724.70037348149
COL_320905,26631.016312842752
COL_320942,129340.84575675381
COL_320966,40178.54194248388
COL_321061,66055.02220033719
COL_321088,74019.12753993849
COL_321099,68381.52180997502
COL_321128,228281.33627434899
COL_321407,41897.286445115606
COL_321417,64869.618784809005
COL_321427,59096.860456074304
COL_321474,40393.04318798204
COL_321621,23894.32852745748
COL_321670,50801.91785516185
COL_321677,29812.260690345935
COL_321820,32070.473407318164
COL_322106,55149.382543469044
COL_322266,36909.59974642613
COL_322288,62215.58411767752
COL_322290,76527.17193520209
COL_322311,41506.78337038051
COL_322356,65359.18847067162
COL_322378,34083.984065172874
COL_322380,35215.63087980661
COL_322428,78978.30840205218
COL_322436,44087.26412308864
COL_322462,47215.18096465393
COL_322463,23077.479199626963
COL_322511,54367.94786338283
COL_322568,53394.21042075497
COL_322595,31974.00621231458
COL_322623,30454.544584444724
COL_322624,82240.72190090393
COL_322665,58367.5777413054
COL_322676,91631.61516785086
COL_322749,39039.665123413535
COL_322954,42671.6589937916
COL_323025,71621.02142540007
COL_323034,57256.43303095992
COL_323061,57505.30885354673
COL_323075,25533.215237414253
COL_323078,40917.891956596955
COL_323084,42157.52432154221
COL_323247,41508.92414230874
COL_323258,66011.96164907842
COL_323261,80914.8051688215
COL_323330,73784.47515798666
COL_323355,88250.93351272344
COL_323590,33508.92383808631
COL_323647,36947.94607495578
COL_323671,59821.75402247049
COL_323683,334827.9933590876
COL_323882,58817.92433339938
COL_323938,66811.34659760901
COL_324197,123899.5445014371
COL_324268,28591.183516689292
COL_324269,36981.0025988515
COL_324455,110746.19963049886
COL_324459,87597.74237545699
COL_324622,77713.9848188031
COL_324655,42383.01378980396
COL_324779,32329.371638157143
COL_324786,169122.21143586194
COL_324787,157847.791670967
COL_324926,52596.017156640686
COL_324927,51071.37922328803
COL_324936,26390.664272701266
COL_324940,283795.4860045706
COL_324941,63177.48292455309
COL_325131,87673.45825625738
COL_325182,40272.0789440393
COL_325196,61485.482673285085
COL_325210,55743.203622624125
COL_325348,50997.729514606035
COL_325392,43988.94865093695
COL_325405,67258.87092660705
COL_325545,160221.06727082943
COL_325588,82431.48613953577
COL_325648,84251.40259505463
COL_325649,85312.95927718087
COL_325650,71964.14276630661
COL_325651,73753.10980896062
COL_325652,63163.05821443381
COL_325653,67698.34216453717
COL_325696,74422.2624857409
COL_325699,78820.6029542292
COL_325703,49406.05437575746
COL_325707,63922.409325008965
COL_325847,48836.22092669761
COL_325884,32661.85196561838
COL_325904,67574.48783869525
COL_325905,28771.608516997396
COL_325942,104512.3621810517
COL_325998,166988.86595785947
COL_326043,46652.75353767976
COL_326045,41490.89584762117
COL_326068,46733.876158480125
COL_326108,42776.14286437692
COL_326130,137360.84724766243
COL_326171,56336.70440072377
COL_326268,58715.55657009903
COL_326466,40850.00553969874
COL_326531,38654.647072964966
COL_326680,53781.25278815175
COL_326753,50927.59841229333
COL_326804,65811.1748610175
COL_326997,48966.41376211186
COL_327062,32757.640434506004
COL_327071,30538.700075870864
COL_327138,40998.07221263414
COL_327471,51110.63532690444
COL_327568,30418.930844309503
COL_327627,68976.28698824688
COL_327732,23641.424502532776
COL_328038,166963.09969476174
COL_328039,160420.77669061098
COL_328086,39715.027073874284
COL_328127,59908.12166924879
COL_328128,45115.30628580805
COL_328240,44401.23822842953
COL_328284,52818.65426719465
COL_328358,30657.30960961765
COL_328408,35609.475836232064
COL_328598,53360.60268501135
COL_328785,36162.20757591383
COL_328832,85522.16758406286
COL_328912,49009.48361275393
COL_328916,30489.1661975256
COL_328952,54044.13397653761
COL_328998,42715.35523807019
COL_329153,58754.08879132412
COL_329196,56937.65405535325
COL_329239,82115.48401363828
COL_329262,75116.98080973646
COL_329356,36014.72495454262
COL_329509,73429.3744116457
COL_329554,37517.414959227564
COL_329557,48861.46781803421
COL_329663,50314.04224674661
COL_329708,48498.97189600617
COL_329757,23765.8090689175
COL_329828,65763.823381636
COL_329829,50983.871721483585
COL_329857,29652.17402599034
COL_330022,39413.49149495027
COL_330075,35239.0383624058
COL_330085,46533.61968268237
COL_330199,97871.73792735636
COL_330234,43533.85202399989
COL_330254,85552.3613345527
COL_330260,85550.07530337991
COL_330277,66626.4580568722
COL_330324,47842.18564620698
COL_330335,28920.030984187222
COL_330474,54338.84291060781
COL_330477,37632.28920350778
COL_330553,108500.81769676728
COL_330624,48324.35715401503
COL_330666,51618.60864246515
COL_331046,80607.4432187032
COL_331047,40608.629005207375
COL_331049,38095.23974470731
COL_331062,197800.0754853927
COL_331205,189852.67923504178
COL_331263,53055.36104621096
COL_331270,52016.1179876959
COL_331278,61065.55306234877
COL_331289,34710.20679730528
COL_331365,55534.09942771132
COL_331412,45556.37884353402
COL_331441,39164.164839011886
COL_331442,37057.05212934223
COL_331466,26432.62233176321
COL_331559,31598.27901751221
COL_331572,54597.87543244159
COL_331601,37097.455531277854
COL_331762,34261.67599945389
COL_332006,27384.190188019027
COL_332433,58881.79533887487
COL_332669,53686.229022477375
COL_332717,27304.810065063513
COL_332726,58589.52492834345
COL_332856,32694.2103330904
COL_332908,231925.46249428406
COL_332909,211896.37051016794
COL_332910,211884.6842630231
COL_332939,59419.127657934245
COL_333190,232488.05863437706
COL_333309,59096.93198245121
COL_333329,41993.08675566793
COL_333350,50443.13697861809
COL_333390,39904.00479442217
COL_333472,54474.97523463068
COL_333473,145213.7612221451
COL_333518,45358.53871446145
COL_333530,63266.37369181344
COL_333545,132893.17169747557
COL_333556,41941.9036350253
COL_333576,32885.68994714415
COL_333736,37628.73007509
COL_333788,56968.010151094895
COL_333866,45629.28393738489
COL_333867,26670.539818506768
COL_333928,69219.55506090463
COL_333957,35527.163584229245
COL_334037,79399.31128354161
COL_334047,56305.042350048476
COL_334091,158033.8605381673
COL_334183,46757.71863620619
COL_334229,60142.14977239262
COL_334288,149571.76684563071
COL_334468,39686.82882585858
COL_334548,30942.965556849933
COL_334639,39818.60455995146
COL_334741,28239.97657571834
COL_334989,51321.17674345188
COL_335047,61986.44123431643
COL_335092,51467.779552460954
COL_335505,60632.13507139621
COL_335523,38848.775044126436
COL_335574,91499.47508236975
COL_335589,42218.31998389708
COL_335708,69441.4316969789
COL_335714,76672.0652269419
COL_335836,49041.82523766773
COL_336093,49774.34029174332
COL_336095,43572.67176424431
COL_336259,45674.01584372317
COL_336264,33902.699399101126
COL_336267,36526.05834365341
COL_336462,178654.1073972534
COL_336493,50197.3419573016
COL_336495,41258.01936473882
COL_336499,64398.62957741059
COL_336531,29721.39414422253
COL_336685,32260.605271827808
COL_336736,78110.27284511346
COL_336855,21175.763485967087
COL_336874,45697.94358042898
COL_336932,29337.485156537696
COL_336963,165253.59629804053
COL_336967,40537.44261214068
COL_337195,96432.08551598176
COL_337254,94912.59644502627
COL_337273,74278.11370828412
COL_337309,48126.592532834635
COL_337318,40705.34027856869
COL_337346,32190.07011808891
COL_337386,50329.05280283769
COL_337590,31778.677188707734
COL_337593,29665.016474033822
COL_337666,43845.025612074736
COL_337681,44246.754208628045
COL_337895,29286.62315251915
COL_337901,95244.05337656158
COL_337971,66839.59956488157
COL_338002,38602.49582717087
COL_338038,56451.31864380347
COL_338039,53033.06038538183
COL_338276,31147.92382679447
COL_338279,50397.794741285295
COL_338421,23451.57460518927
COL_338506,41724.47566671732
COL_338557,49943.18596323203
COL_338558,45902.96545053806
COL_338559,49763.47504241367
COL_338560,45207.65245633586
COL_338561,46001.80649684127
COL_338562,54552.40667525614
COL_338607,61861.30271406282
COL_338609,44619.36923951184
COL_338673,34690.618473097435
COL_338850,33223.5924493841
COL_338864,57721.458808685886
COL_338944,41980.56544235331
COL_339089,84599.32124504753
COL_339113,23608.44197892319
COL_339428,39208.79872875494
COL_339440,31577.509086347436
COL_339645,21005.766811706315
COL_339657,45657.78216502042
COL_339727,53077.58444482439
COL_339728,52785.24264352603
COL_339729,58538.67996841514
COL_339772,66025.90050068534
COL_339793,48139.82239322146
COL_339822,21570.536177391827
COL_339866,48670.84185463887
COL_339878,85796.88164405474
COL_339889,43486.52699600196
COL_339893,41734.75974606991
COL_339912,92555.49864526265
COL_339987,32966.378722625785
COL_339993,79280.82630265389
COL_340011,67644.76369923897
COL_340117,39190.291707752345
COL_340369,52484.48272121189
COL_340447,96891.55388958914
COL_340462,46454.96792262664
COL_340506,22726.90516383403
COL_340519,85328.71987153652
COL_340520,72659.16815138955
COL_340521,51150.126945467775
COL_340655,460487.12631835515
COL_340657,47732.48224838785
COL_340794,128214.98558775937
COL_340796,42724.89446545445
COL_340898,167993.60580928746
COL_340975,35043.6566580911
COL_340994,60850.50197769866
COL_340995,52765.06928102818
COL_341014,46075.83653181915
COL_341069,116249.50260016753
COL_341070,32557.62988169174
COL_341184,47370.09903400976
COL_341212,50839.470496629045
COL_341220,57311.372930107755
COL_341237,54173.54552907762
COL_341310,60531.73376566179
COL_341351,29315.876662159637
COL_341414,83528.4413137474
COL_341465,33626.89125608635
COL_341487,37977.0464249948
COL_341496,38834.77043751539
COL_341683,42873.65893005824
COL_341692,24141.747381239788
COL_341722,69772.1546686515
COL_341744,43563.082133887
COL_341762,63257.74155966301
COL_341805,34629.35908144887
COL_341889,41915.27565402072
COL_341936,43729.16581749958
COL_342040,65393.776592176946
COL_342111,70190.22531656364
COL_342208,55374.49102643444
COL_342209,38633.72875159596
COL_342211,55883.494928402455
COL_342212,31461.718044767287
COL_342258,52876.65410000823
COL_342326,77654.75143463869
COL_342405,50063.685939683666
COL_342407,42814.91355094183
COL_342425,58276.32252208476
COL_342426,60618.18101952336
COL_342438,107134.9265282347
COL_342505,79228.06434191264
COL_342623,32118.985156745
COL_342714,72696.51591729745
COL_342734,22160.401026365565
COL_342947,51986.64147321713
COL_342948,31993.22590297594
COL_343030,30573.66679222592
COL_343036,70026.67321166243
COL_343039,29035.152361456298
COL_343047,59181.625854287115
COL_343070,31646.863889791242
COL_343169,139698.15528013653
COL_343269,29794.761280897867
COL_343324,57975.86453167132
COL_343430,21441.275614326987
COL_343527,36290.731562482346
COL_343636,39106.05495938468
COL_343649,57247.605721071486
COL_343852,33436.75446753757
COL_343866,84987.33439577583
COL_343993,75938.02423088101
COL_344179,39063.26829795384
COL_344278,55105.99682351869
COL_344298,23468.72491670998
COL_344312,65000.54547086577
COL_344350,38611.03114538173
COL_344578,45728.15176503462
COL_344772,24192.319736215562
COL_344807,50010.26592452954
COL_344844,32412.197962144543
COL_344845,46380.812671416505
COL_344887,41291.19495108677
COL_344960,50058.17056033612
COL_344969,315213.9197752584
COL_345017,41332.983821277914
COL_345055,41273.84350161596
COL_345062,146187.86726570845
COL_345102,78365.24359779044
COL_345117,140091.48714611708
COL_345119,140697.6531548858
COL_345171,52795.54631997615
COL_345187,83532.61513531917
COL_345195,236665.24454337504
COL_345287,48060.953736975105
COL_345351,64069.47472228316
COL_345558,41978.93100858746
COL_345594,33953.8617255856
COL_345718,49490.61478886592
COL_345723,34268.46710433662
COL_345736,43721.64723349431
COL_345839,49145.877490874904
COL_345884,28248.42464960091
COL_345971,22727.091616714577
COL_345996,51865.54743416315
COL_346013,136123.21934169074
COL_346015,139284.9768719759
COL_346208,57677.03158143818
COL_346276,53432.87517569674
COL_346296,45739.761378148585
COL_346516,57970.29116823158
COL_346518,55353.49611527275
COL_346522,148044.13009455713
COL_346623,74570.85163099844
COL_346677,163998.65546907045
COL_346698,41581.666081914256
COL_346776,59568.346042640835
COL_346813,51519.11952388195
COL_346829,42845.35116978652
COL_346974,61247.33541735312
COL_346975,60656.468717345495
COL_347000,54228.02944207463
COL_347011,78557.12056643938
COL_347186,62337.990716634864
COL_347284,43224.446233746174
COL_347293,45322.24141037275
COL_347332,58144.67754761237
COL_347353,45897.9537081096
COL_347436,79943.77855021995
COL_347488,47234.271246709766
COL_347618,33233.62398253964
COL_347620,31076.25571492395
COL_347621,48423.380417746026
COL_347634,54111.79419271458
COL_347686,45182.72879287398
COL_347694,38790.37045588455
COL_347737,94794.87589408783
COL_347777,64449.07864777068
COL_347852,50318.49820096675
COL_347970,34158.238778409825
COL_348009,33411.119598971396
COL_348076,152936.3074744524
COL_348077,106740.82678162794
COL_348272,60530.32844385039
COL_348274,47605.254951369585
COL_348275,44481.42265086791
COL_348278,38019.81302999181
COL_348281,43199.560164311166
COL_348383,80784.0871046443
COL_348436,35044.75968641593
COL_348447,35619.58132666179
COL_348483,32459.53446978121
COL_348681,66209.02108452239
COL_348731,40336.25320585596
COL_348733,48926.948244151645
COL_348757,47807.6831253351
COL_348893,39613.31129764279
COL_349002,126524.37922542263
COL_349029,66275.71038750662
COL_349110,36411.90991344518
COL_349213,46232.26629062259
COL_349214,50816.5336585689
COL_349215,32082.898650766092
COL_349216,42727.850240041655
COL_349601,30790.531354648967
COL_349602,33043.3288817555
COL_349643,35530.69179104477
COL_349719,69999.08654752056
COL_349774,30719.37173403483
COL_349777,32010.137482119648
COL_350115,30212.46534793848
COL_350169,34766.53212955649
COL_350175,119869.55502120963
COL_350245,42938.49729658372
COL_350246,48306.223151737795
COL_350338,61594.43616734315
COL_350353,33188.43821692193
COL_350357,66160.67464638977
COL_350456,37003.92168782229
COL_350457,29754.41387390534
COL_350458,53032.5423024217
COL_350459,47215.19011149927
COL_350476,39830.950945001205
COL_350497,579175.5419437112
COL_350564,532786.2514272967
COL_350594,53298.152201222794
COL_350743,40964.35494697098
COL_350761,115876.19513635234
COL_350762,150995.50768203265
COL_350764,87099.79840476697
COL_350784,51361.14271789284
COL_350851,55523.02678925252
COL_351049,42409.95527182773
COL_351088,415025.6750561843
